u,v,key,osmid,highway,lanes,name,oneway,reversed,length,speed_kph,travel_time,maxspeed,ref,geometry,width,bridge,junction,access,tunnel,elevation_avg,dist_to_river_avg,qualitativeLikelihood_high,probabilityOfOccurrence_high,returnPeriod_high,magnitudeOrIntensity_high,flooded_high,qualitativeLikelihood_medium,probabilityOfOccurrence_medium,returnPeriod_medium,magnitudeOrIntensity_medium,flooded_medium,not_flooded,cell_id,rain_3d,rain_7d,soil_moistutre
10602396,3328619455,0,1216112757,residential,1,Neustraße,True,False,5.870374544206359,33.595391008689084,0.6290549901228112,,,"LINESTRING (6.637228 49.7500944, 6.6372412 49.7501465)",,,,,,141.0,0.011112852699284057,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602396,3328610208,0,44503497,secondary,2,Kaiserstraße,True,False,153.9063491549854,50.0,11.08125713915895,50,L 143,"LINESTRING (6.637228 49.7500944, 6.6371073 49.750117, 6.6369169 49.7501499, 6.6368043 49.7501672, 6.6363992 49.7502227, 6.6362613 49.7502418, 6.6359121 49.7502951, 6.6355731 49.7503457, 6.6354792 49.7503596, 6.6351405 49.7504036)",,,,,,141.0,0.010055317444402346,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602396,20909583,0,113363975,secondary_link,1,,True,False,36.44763237747786,50.0,2.6242295311784063,50,,"LINESTRING (6.637228 49.7500944, 6.6371691 49.7500582, 6.6371316 49.750024, 6.6370976 49.7499817, 6.6370574 49.7499176, 6.6370571 49.7498914, 6.6370585 49.7498546, 6.6370719 49.7498018)",,,,,,141.0,0.011056171109494129,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602410,3212415597,0,6073363,residential,4,,False,False,28.04076929002624,33.595391008689084,3.004780311024976,,,"LINESTRING (6.6401482 49.7495184, 6.6400825 49.7493814, 6.6400603 49.7492736)",,,,,,145.0,0.014060450210274442,,,,,0,,,,,0,1,cell_9_4,78.69999694824219,78.69999694824219,
10602410,10602396,0,"[348744826, 44181036]",secondary,3,Kaiserstraße,True,False,219.65227683840882,50.0,15.814963932365435,50,L 143,"LINESTRING (6.6401482 49.7495184, 6.6400462 49.749549, 6.6399623 49.7495759, 6.6396246 49.7496592, 6.6387377 49.7498238, 6.6382644 49.7499058, 6.6374296 49.7500533, 6.6373887 49.7500605, 6.637228 49.7500944)",,,,,,143.0,0.012597570007930613,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602410,322854921,0,329619113,residential,4,Weberbach,False,True,47.082128885330775,50.0,3.389913279743816,50,,"LINESTRING (6.6401482 49.7495184, 6.6401994 49.7496365, 6.6402217 49.7496878, 6.6403251 49.7499261)",,,,,,145.0,0.014141339955718039,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602412,130482896,0,"[453390163, 5583924, 1221798079]",residential,2,Weberbach,False,False,44.61837726440903,50.0,3.2125231630374502,50,,"LINESTRING (6.6425003 49.7538613, 6.6423439 49.75376, 6.6422526 49.7536927, 6.6421626 49.753578, 6.6421356 49.7535419)",,,,,,144.0,0.014897505319256942,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602412,774055179,0,"[76357832, 5583937]",residential,,Konstantinstraße,False,False,84.66811886978755,40.0,7.620130698280879,"['50', '30']",,"LINESTRING (6.6425003 49.7538613, 6.6424238 49.7539009, 6.6423862 49.7539204, 6.6423057 49.7539463, 6.6421287 49.7540035, 6.6420074 49.7540408, 6.6414572 49.7542112)",,,,,,144.5,0.014421104742055142,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602412,1404923171,0,"[6073353, 1217863438]",residential,2,Konstantinplatz,False,False,70.10067608842442,20.0,12.618121695916395,20,,"LINESTRING (6.6425003 49.7538613, 6.6426551 49.7538962, 6.6427848 49.7539209, 6.6428624 49.7539507, 6.6429526 49.7540112, 6.6429841 49.7540405, 6.643079 49.7541328, 6.6431945 49.754261)",,,,,,144.5,0.014960367093507631,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602431,318305751,0,"[13882763, 894069991]",residential,2,Mustorstraße,False,False,59.83777318638584,50.0,4.308319669419781,50,,"LINESTRING (6.64423 49.7543476, 6.644502 49.7542142, 6.6445912 49.7541757, 6.6448445 49.7540662, 6.6449133 49.7540406)",,,,,,144.0,0.0158478922989272,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602431,1404923171,0,"[894069992, 13882763]",residential,2,Mustorstraße,False,True,88.38141799780077,50.0,6.363462095841656,50,,"LINESTRING (6.64423 49.7543476, 6.6441616 49.7543841, 6.6440795 49.7544192, 6.6439712 49.7544543, 6.6438515 49.754479, 6.6437253 49.7544886, 6.6435792 49.7544729, 6.6434612 49.7544452, 6.6433847 49.7544142, 6.6433636 49.7544025, 6.6433024 49.7543596, 6.6432627 49.7543283, 6.6431945 49.754261)",,,,,,144.5,0.015270981500145844,,,,,0,,,,,0,1,cell_9_5,78.69999694824219,78.69999694824219,
10602432,20909551,0,6073677,residential,1,Große Eulenpfütz,False,False,98.02710504383757,50.0,7.057951563156305,50,,"LINESTRING (6.6457819 49.7538407, 6.6458064 49.7538737, 6.6458563 49.7539598, 6.6458608 49.7540258, 6.6458635 49.7540656, 6.6458716 49.7543345, 6.6458625 49.7544105, 6.6458546 49.7544231, 6.6457566 49.7545026, 6.6456607 49.7545793, 6.6455674 49.7546436)",3,,,,,141.0,0.0163607593472051,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602432,130330841,0,"[894069993, 44180418]",residential,2,Mustorstraße,True,False,51.05112283613026,50.0,3.675680844201379,50,,"LINESTRING (6.6457819 49.7538407, 6.6457039 49.7538599, 6.6454753 49.7539191, 6.6451218 49.7540107)",,,,,,143.0,0.016527042321893986,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602434,4241031627,0,6073668,residential,,Windstraße,False,True,62.301448629489066,30.0,7.476173835538688,30,,"LINESTRING (6.6475922 49.7554104, 6.6475118 49.7554537, 6.6469261 49.7557692)",,,,,,138.0,0.01579035849248779,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602434,315003656,0,"[562741705, 58417850]",secondary,"['4', '2']",An der Schellenmauer,True,False,190.02615306986226,50.0,13.681883021030083,50,L 145,"LINESTRING (6.6475922 49.7554104, 6.6474958 49.7553069, 6.6471531 49.7549392, 6.6471055 49.7548882, 6.6469714 49.7547487, 6.6469218 49.7546968, 6.6468456 49.7546174, 6.6467324 49.7544919, 6.6466955 49.7544444, 6.6466503 49.7543863, 6.6464027 49.7539477, 6.6463759 49.7539003)",,,,,,139.5,0.016541585329827642,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602435,10602434,0,"[6073356, 1159380061]",secondary,2,Balduinstraße,True,False,122.79638851422914,50.0,8.841339973024498,50,L 145,"LINESTRING (6.6485197 49.7563375, 6.6481213 49.7559106, 6.647646 49.7554601, 6.6475922 49.7554104)",,,,,,137.5,0.015784390366019307,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602435,20909582,0,6073649,residential,,Sichelstraße,False,True,34.83909260108477,30.0,4.180691112130173,30,,"LINESTRING (6.6485197 49.7563375, 6.6484466 49.7563608, 6.648374 49.7563812, 6.6480841 49.7564751)",6.9,,,,,137.5,0.015356341734606739,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602435,20909541,0,24926929,secondary_link,1,,True,False,28.73345073456366,49.333333333333336,2.0967653238735644,,,"LINESTRING (6.6485197 49.7563375, 6.6486398 49.7563117, 6.6488681 49.7562145)",,,,,,136.5,0.015600346336371867,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602437,318675680,0,10475020,residential,,Deutschherrenstraße,True,False,32.880560507190005,30.0,3.9456672608628,30,,"LINESTRING (6.6352616 49.7611996, 6.635406 49.7610787, 6.6355594 49.7609756)",,,,,,133.0,0.00479285111905161,,,,,0,medium,0.01,100.0,,1,0,cell_9_6,86.80000305175781,86.80000305175781,
10602437,247367974,0,385579534,secondary,2,Friedrich-Ebert-Allee,True,False,19.596005101593008,50.0,1.4109123673146966,50,,"LINESTRING (6.6352616 49.7611996, 6.6353725 49.7611806, 6.6355263 49.7612042)",,,,,,133.0,0.004702367342620349,,,,,0,medium,0.01,100.0,,1,0,cell_9_6,86.80000305175781,86.80000305175781,
10602446,41457279,0,148822340,residential,,Maarstraße,False,False,157.0683289090363,30.0,18.848199469084356,30,,"LINESTRING (6.6468722 49.7614875, 6.6468119 49.7615101, 6.6467411 49.7615367, 6.6462577 49.7618446, 6.6456487 49.762228, 6.6453316 49.7624361, 6.6452939 49.7624609)",,,,,,136.0,0.009376553828674635,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
10602446,267549406,0,148822342,residential,,Maximinstraße,False,True,196.36118572981124,30.0,23.56334228757735,30,,"LINESTRING (6.6468722 49.7614875, 6.6469676 49.7614811, 6.64704 49.7614617, 6.6475262 49.761338, 6.6475509 49.7613314, 6.6476417 49.761308, 6.6482306 49.761156, 6.6485101 49.7610803, 6.6493674 49.7608542, 6.6494129 49.7608422)",7.5,,,,,137.0,0.010708430598533578,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602446,10602703,0,"[972288963, 6073348, 343376110]",residential,"['2', '3']",Paulinstraße,False,True,236.30359850891642,30.0,28.356431821069968,30,,"LINESTRING (6.6468722 49.7614875, 6.6467802 49.7614381, 6.6460238 49.7609005, 6.6458492 49.7607728, 6.6457608 49.7607092, 6.6456411 49.760618, 6.6455916 49.7605792, 6.6453653 49.7603987, 6.6452969 49.7603445, 6.6448337 49.7600225, 6.6448057 49.7599988, 6.6447967 49.7599894, 6.6447794 49.7599611, 6.6447311 49.7598846)",,,,,,139.0,0.0104731280701554,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602446,10602539,0,426327752,residential,2,Paulinstraße,False,False,374.14549080313446,30.0,44.897458896376136,30,,"LINESTRING (6.6468722 49.7614875, 6.6473121 49.7617557, 6.6475758 49.7619101, 6.6476033 49.7619261, 6.647658 49.761958, 6.6478219 49.762054, 6.6482159 49.7622847, 6.6485198 49.7624721, 6.6487219 49.7626053, 6.6489287 49.7627417, 6.6490505 49.7628192, 6.6493882 49.7630447, 6.6495851 49.7631754, 6.649782 49.7633175, 6.6500057 49.7634451, 6.6500572 49.7634683, 6.6504363 49.763639, 6.65049 49.7636633, 6.6505242 49.7636787, 6.6506984 49.7637603)",,,,,,136.5,0.009386772578410082,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602539,2153297318,0,"[210831361, 504763890, 550497085, 550497086]",residential,"['4', '2', '3']",Paulinstraße,False,False,274.68793828892467,30.0,32.96255259467096,30,,"LINESTRING (6.6506984 49.7637603, 6.6508124 49.7638088, 6.6508386 49.7638205, 6.6511235 49.7639478, 6.6513003 49.7640302, 6.6521214 49.7644053, 6.6533543 49.7649901, 6.6536279 49.7651246, 6.6537109 49.7651693, 6.6537915 49.7652122)",,,,,,135.0,0.008216927497627265,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602539,272238182,0,264869063,residential,,Balthasar-Neumann-Straße,False,True,57.07428160298207,30.0,6.848913792357848,30,,"LINESTRING (6.6506984 49.7637603, 6.6507871 49.7636631, 6.6508126 49.7636449, 6.6512026 49.7633659)",,,,,,135.5,0.008931001165442428,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602539,298123502,0,366234174,residential,,Zeughausstraße,False,True,67.64660810651176,30.0,8.117592972781413,30,,"LINESTRING (6.6506984 49.7637603, 6.6506407 49.7638249, 6.6506309 49.7638358, 6.6503251 49.7641506, 6.6502579 49.7642204, 6.6501971 49.7642751)",4.5,,,,,135.0,0.00839431889259772,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602539,10602446,0,426327752,residential,2,Paulinstraße,False,True,374.1454908031345,30.0,44.89745889637614,30,,"LINESTRING (6.6506984 49.7637603, 6.6505242 49.7636787, 6.65049 49.7636633, 6.6504363 49.763639, 6.6500572 49.7634683, 6.6500057 49.7634451, 6.649782 49.7633175, 6.6495851 49.7631754, 6.6493882 49.7630447, 6.6490505 49.7628192, 6.6489287 49.7627417, 6.6487219 49.7626053, 6.6485198 49.7624721, 6.6482159 49.7622847, 6.6478219 49.762054, 6.647658 49.761958, 6.6476033 49.7619261, 6.6475758 49.7619101, 6.6473121 49.7617557, 6.6468722 49.7614875)",,,,,,136.5,0.009386772578410082,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602540,215679941,0,35896822,secondary,4,Herzogenbuscher Straße,False,True,56.433926743462024,50.0,4.063242725529266,50,,"LINESTRING (6.6542287 49.7655142, 6.6546095 49.765808, 6.6547315 49.7659042)",,,,,,134.0,0.007344428128396063,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
10602540,5317051538,0,362090299,secondary,4,Herzogenbuscher Straße,False,False,19.438743982654188,50.0,1.3995895667511016,50,,"LINESTRING (6.6542287 49.7655142, 6.6541596 49.7654612, 6.6540536 49.7653809)",,,,,,134.0,0.007556827554735315,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
10602544,1384066168,0,286880045,secondary,4,Wasserweg,False,True,10.523234697395523,50.0,0.7576728982124776,50,L 144,"LINESTRING (6.6570691 49.7635988, 6.6571933 49.7635486)",,,,,,132.0,0.009834845850220654,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
10602544,343600057,0,286880046,secondary,3,Wasserweg,False,True,37.72468524812116,50.0,2.716177337864724,50,,"LINESTRING (6.6570691 49.7635988, 6.6570195 49.763618, 6.6568958 49.7636683, 6.6568531 49.7636899, 6.6566551 49.7638056)",,,,,,132.0,0.009667448230210363,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
10602544,343600240,0,504763892,secondary,2,Schöndorfer Straße,True,False,29.44873124693951,50.0,2.120308649779645,50,L 145,"LINESTRING (6.6570691 49.7635988, 6.6569881 49.7635725, 6.6568712 49.763533, 6.656728 49.7634549)",,,,,,132.0,0.009846281285706207,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
10602644,343599412,0,48345838,secondary,2,,True,False,16.087941830620395,50.0,1.1583318118046684,50,L 145,"LINESTRING (6.6492408 49.7580738, 6.6491906 49.7580084, 6.6491697 49.757938)",,,,,,139.0,0.014089765006446407,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602644,343599680,0,48345839,secondary,2,Theodor-Heuss-Allee,True,False,26.976024753642204,50.0,1.9422737822622387,50,,"LINESTRING (6.6492408 49.7580738, 6.6491699 49.7581025, 6.6490981 49.7581314, 6.6489182 49.7581979)",,,,,,138.5,0.013934270102813456,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
10602703,10602723,0,48964066,secondary_link,2,,False,True,11.357179370067113,50.0,0.8177169146448322,50,,"LINESTRING (6.6447311 49.7598846, 6.6447209 49.7598276, 6.6447074 49.7597837)",,,,,,140.0,0.010907344255528317,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602703,2083201041,0,"[9362856, 625753456, 490066100, 1112368247, 490066103]",secondary,3,"['Nordallee', 'Porta-Nigra-Platz']",True,False,131.2466016863081,50.0,9.449755321414184,50,,"LINESTRING (6.6447311 49.7598846, 6.6446688 49.7599103, 6.6446193 49.7599284, 6.6445153 49.7599669, 6.6443478 49.7600297, 6.6439232 49.760167, 6.6438634 49.7601844, 6.6434185 49.7603218, 6.6431892 49.7603866, 6.6430982 49.7604118)",,,,,,137.5,0.010293071352111032,,,,,0,,,,,0,1,cell_9_6,86.80000305175781,86.80000305175781,
10602703,10602446,0,"[972288963, 6073348, 343376110]",residential,"['2', '3']",Paulinstraße,False,False,236.30359850891645,30.0,28.35643182106997,30,,"LINESTRING (6.6447311 49.7598846, 6.6447794 49.7599611, 6.6447967 49.7599894, 6.6448057 49.7599988, 6.6448337 49.7600225, 6.6452969 49.7603445, 6.6453653 49.7603987, 6.6455916 49.7605792, 6.6456411 49.760618, 6.6457608 49.7607092, 6.6458492 49.7607728, 6.6460238 49.7609005, 6.6467802 49.7614381, 6.6468722 49.7614875)",,,,,,139.0,0.0104731280701554,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602723,20909565,0,44129316,secondary,2,Porta-Nigra-Platz,True,False,60.85492289817481,50.0,4.381554448668586,50,,"LINESTRING (6.6447074 49.7597837, 6.6448163 49.7597238, 6.6452935 49.7593893)",,,,,,140.5,0.011241487758412542,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
10602723,10602703,0,48964066,secondary_link,2,,False,False,11.357179370067113,50.0,0.8177169146448322,50,,"LINESTRING (6.6447074 49.7597837, 6.6447209 49.7598276, 6.6447311 49.7598846)",,,,,,140.0,0.010907344255528317,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
20833724,330866498,0,30044239,residential,,Sickingenstraße,False,False,405.12672743020437,33.595391008689084,43.41239006182491,,,"LINESTRING (6.6533021 49.748366, 6.6534866 49.7483738, 6.653775 49.748394, 6.6542626 49.7484102, 6.6545187 49.7483632, 6.6545769 49.7483454, 6.6547471 49.7482811, 6.6550095 49.7481386, 6.6551867 49.7480679, 6.6553847 49.7480283, 6.6555689 49.7479997, 6.6557669 49.7479979, 6.6558943 49.7480002, 6.656032 49.7480111, 6.6563938 49.7480776, 6.6565075 49.7481092, 6.656769 49.7481724, 6.657498 49.7483566, 6.6578659 49.7484448, 6.6583798 49.7485557, 6.6585644 49.7486544)",4.6,,,,,245.0,0.024552324145819746,,,,,0,,,,,0,1,cell_11_4,78.69999694824219,78.69999694824219,
20833724,20833755,0,"[622449249, 1041636612, 26412427, 153416368, 334529845]",residential,,"['Sickingenstraße', 'Auf dem Petrisberg']",False,False,973.1305740824207,30.0,116.7756688898905,30,,"LINESTRING (6.6533021 49.748366, 6.6532917 49.7479312, 6.6532709 49.7475987, 6.6531915 49.7472711, 6.6531646 49.7471598, 6.6531579 49.746976, 6.6531822 49.7468672, 6.6532039 49.7468138, 6.6532386 49.7467622, 6.6532648 49.7467447, 6.6533067 49.7467158, 6.6533621 49.7466887, 6.6534206 49.7466649, 6.6534919 49.7466442, 6.6536068 49.7466341, 6.6536515 49.7466302, 6.6538246 49.7466311, 6.6540329 49.7466485, 6.6541682 49.7466739, 6.6542669 49.7467032, 6.6544779 49.7467805, 6.6546692 49.7468792, 6.6548323 49.7469745, 6.6551125 49.7471198, 6.6552408 49.7471799, 6.6554316 49.7472587, 6.6556737 49.7473314, 6.6558733 49.7473857, 6.6561064 49.7474324, 6.6563268 49.7474583, 6.6565257 49.7474753, 6.656799 49.7474849, 6.6572187 49.7474957, 6.6573971 49.7475036, 6.6578756 49.7475155, 6.6583231 49.7475433, 6.6586981 49.7475988, 6.6589651 49.7476627, 6.6590575 49.7476956, 6.6592478 49.7477633, 6.6594608 49.7478642, 6.6596512 49.7479755, 6.6599399 49.7481977, 6.6603674 49.7486184, 6.6607374 49.7490395, 6.6607604 49.7490845, 6.6607643 49.7491078, 6.6607682 49.7491312, 6.6607646 49.7491758, 6.6607545 49.7492029, 6.6607395 49.7492278, 6.6606976 49.7492804, 6.6606498 49.7493301, 6.6604988 49.7494472, 6.6603608 49.7495431, 6.6601425 49.7496913, 6.6600891 49.749731, 6.6600425 49.7497715, 6.6600286 49.7497901, 6.6600227 49.749803, 6.6600169 49.749822, 6.6600113 49.7498528, 6.6600111 49.7498665, 6.6600144 49.7498808, 6.6600193 49.7498947, 6.6600262 49.7499102, 6.6600412 49.7499297, 6.6600608 49.7499486, 6.6600857 49.7499681, 6.6601434 49.750007, 6.6603084 49.7501084)","['6.2', '5.9', '6']",,,,,247.0,0.023964225971508817,,,,,0,,,,,0,1,cell_11_4,78.69999694824219,78.69999694824219,
20833724,20965077,0,"[153416368, 1041636611, 1157695093]",residential,,Sickingenstraße,False,True,617.7037532167778,30.0,74.12445038601334,30,,"LINESTRING (6.6533021 49.748366, 6.6533002 49.7485574, 6.6533111 49.7487781, 6.653328 49.7488485, 6.6533512 49.7489187, 6.6533977 49.7490039, 6.6534533 49.7490883, 6.6535201 49.7491822, 6.6535918 49.7492753, 6.6536617 49.7493672, 6.6536954 49.7494124, 6.653722 49.7494572, 6.6537357 49.7495018, 6.6537369 49.7495417, 6.6537293 49.7495887, 6.6537139 49.7496113, 6.653694 49.7496335, 6.6536625 49.7496529, 6.6536313 49.7496697, 6.6535938 49.749683, 6.6535482 49.7496898, 6.6535053 49.7496923, 6.6534594 49.7496875, 6.6534079 49.7496755, 6.6533611 49.7496603, 6.6533225 49.7496361, 6.6532845 49.7496087, 6.6532147 49.7495467, 6.6531395 49.7494795, 6.6530554 49.7494118, 6.6528245 49.7492826, 6.6526551 49.7491948, 6.652289 49.7490053, 6.6519358 49.748814, 6.6515704 49.7486198, 6.6514026 49.7485188, 6.6510329 49.7482764, 6.6510021 49.7482625, 6.650952 49.7482539, 6.6509168 49.748258, 6.6508728 49.7482686, 6.6508495 49.7482806, 6.6508322 49.7482947, 6.650821 49.7483084, 6.6508179 49.748327, 6.650817 49.7483469, 6.6508246 49.7483699, 6.6508394 49.7483889, 6.6508622 49.7484073, 6.6509632 49.7484609, 6.6511019 49.7485307, 6.651176 49.7485846, 6.6511964 49.7486048, 6.6512085 49.748626, 6.6512183 49.748645, 6.6512223 49.7486638, 6.6512152 49.7486912, 6.651203 49.7487144, 6.6511885 49.7487289, 6.6511736 49.7487404, 6.651142 49.7487513, 6.6511055 49.7487575, 6.6510661 49.7487595, 6.6510333 49.7487538, 6.6509675 49.7487273, 6.6509083 49.7486777, 6.6508412 49.7485994, 6.650644 49.7483432, 6.6504801 49.7481113, 6.6503965 49.7479783, 6.6503299 49.7478638, 6.6502638 49.7477502)",,,,,,200.5,0.02424432557659706,,,,,0,,,,,0,1,cell_10_4,78.69999694824219,78.69999694824219,
20833755,289374674,0,26412398,living_street,,Amely-Goebel-Straße,False,True,55.2620922858178,15.553191489361701,12.791171018824038,,,"LINESTRING (6.6603084 49.7501084, 6.6603485 49.7500807, 6.6608061 49.7497649, 6.660777 49.7497463)",5,,,,,268.5,0.023838453281476248,,,,,0,,,,,0,1,cell_11_5,78.69999694824219,78.69999694824219,
20833755,289374666,0,26412427,residential,,Auf dem Petrisberg,False,False,62.089948669991855,30.0,7.450793840399022,30,,"LINESTRING (6.6603084 49.7501084, 6.6604587 49.7502003, 6.66047 49.7502073, 6.6609396 49.7504898)",6,,,,,269.0,0.023483096798413046,,,,,0,,,,,0,1,cell_11_5,78.69999694824219,78.69999694824219,
20833755,20833724,0,"[622449249, 1041636612, 26412427, 153416368, 334529845]",residential,,"['Sickingenstraße', 'Auf dem Petrisberg']",False,True,973.1305740824205,30.0,116.77566888989045,30,,"LINESTRING (6.6603084 49.7501084, 6.6601434 49.750007, 6.6600857 49.7499681, 6.6600608 49.7499486, 6.6600412 49.7499297, 6.6600262 49.7499102, 6.6600193 49.7498947, 6.6600144 49.7498808, 6.6600111 49.7498665, 6.6600113 49.7498528, 6.6600169 49.749822, 6.6600227 49.749803, 6.6600286 49.7497901, 6.6600425 49.7497715, 6.6600891 49.749731, 6.6601425 49.7496913, 6.6603608 49.7495431, 6.6604988 49.7494472, 6.6606498 49.7493301, 6.6606976 49.7492804, 6.6607395 49.7492278, 6.6607545 49.7492029, 6.6607646 49.7491758, 6.6607682 49.7491312, 6.6607643 49.7491078, 6.6607604 49.7490845, 6.6607374 49.7490395, 6.6603674 49.7486184, 6.6599399 49.7481977, 6.6596512 49.7479755, 6.6594608 49.7478642, 6.6592478 49.7477633, 6.6590575 49.7476956, 6.6589651 49.7476627, 6.6586981 49.7475988, 6.6583231 49.7475433, 6.6578756 49.7475155, 6.6573971 49.7475036, 6.6572187 49.7474957, 6.656799 49.7474849, 6.6565257 49.7474753, 6.6563268 49.7474583, 6.6561064 49.7474324, 6.6558733 49.7473857, 6.6556737 49.7473314, 6.6554316 49.7472587, 6.6552408 49.7471799, 6.6551125 49.7471198, 6.6548323 49.7469745, 6.6546692 49.7468792, 6.6544779 49.7467805, 6.6542669 49.7467032, 6.6541682 49.7466739, 6.6540329 49.7466485, 6.6538246 49.7466311, 6.6536515 49.7466302, 6.6536068 49.7466341, 6.6534919 49.7466442, 6.6534206 49.7466649, 6.6533621 49.7466887, 6.6533067 49.7467158, 6.6532648 49.7467447, 6.6532386 49.7467622, 6.6532039 49.7468138, 6.6531822 49.7468672, 6.6531579 49.746976, 6.6531646 49.7471598, 6.6531915 49.7472711, 6.6532709 49.7475987, 6.6532917 49.7479312, 6.6533021 49.748366)","['6.2', '5.9', '6']",,,,,247.0,0.023964225971508817,,,,,0,,,,,0,1,cell_11_4,78.69999694824219,78.69999694824219,
20833778,20833779,0,388702611,secondary,3,Olewiger Straße,False,False,42.993702892968,50.0,3.095546608293696,50,L 143,"LINESTRING (6.6445065 49.7482482, 6.6443542 49.7482765, 6.6440555 49.7483343, 6.6439946 49.7483463, 6.6439324 49.7483572)",,,,,,149.0,0.01823848538946237,,,,,0,,,,,0,1,cell_9_4,78.69999694824219,78.69999694824219,
20833778,282041448,0,"[1160688312, 484936172]",secondary,2,Olewiger Straße,False,True,55.51972095186108,30.0,6.66236651422333,30,L 143,"LINESTRING (6.6445065 49.7482482, 6.6447987 49.7481939, 6.6450042 49.7481341, 6.6450971 49.7481025, 6.6452192 49.7480605)",,,,,,150.0,0.01886151547373202,,,,,0,,,,,0,1,cell_10_4,78.69999694824219,78.69999694824219,
20833778,5448682055,0,"[565869547, 1374537532]",residential,,Charlottenstraße,False,True,40.35217115727091,30.0,4.84226053887251,30,,"LINESTRING (6.6445065 49.7482482, 6.6445545 49.7483069, 6.6447708 49.7485684)",,,,,,149.0,0.018658368101426737,,,,,0,,,,,0,1,cell_10_4,78.69999694824219,78.69999694824219,
20833779,20833780,0,6073374,secondary,2,,True,False,36.14944330814366,50.0,2.6027599181863437,50,L 143,"LINESTRING (6.6439324 49.7483572, 6.6437895 49.7484116, 6.6437218 49.7484346, 6.6436809 49.7484553, 6.6436457 49.748475, 6.6436048 49.7485019, 6.6435986 49.7485061, 6.6435346 49.7485514)",,,,,,147.5,0.017769350440110916,,,,,0,,,,,0,1,cell_9_4,78.69999694824219,78.69999694824219,
20833779,20833778,0,388702611,secondary,3,Olewiger Straße,False,True,42.993702892968,50.0,3.095546608293696,50,L 143,"LINESTRING (6.6439324 49.7483572, 6.6439946 49.7483463, 6.6440555 49.7483343, 6.6443542 49.7482765, 6.6445065 49.7482482)",,,,,,149.0,0.01823848538946237,,,,,0,,,,,0,1,cell_9_4,78.69999694824219,78.69999694824219,
20833780,20833781,0,43176480,secondary,2,,True,False,18.042829977010026,50.0,1.299083758344722,50,L 143,"LINESTRING (6.6435346 49.7485514, 6.6433862 49.7486823)",,,,,,146.0,0.01749653758260858,,,,,0,,,,,0,1,cell_9_4,78.69999694824219,78.69999694824219,
